"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.901783583E0,2.248324585E-1,-2.624043274E-1,9.807455292E0
2.911712583E0,1.974394226E-1,-2.688409424E-1,9.804611206E0
2.921641583E0,1.664538574E-1,-2.677931213E-1,9.826166382E0
2.931570583E0,1.332229614E-1,-2.588117981E-1,9.825417938E0
2.941499583E0,9.116043091E-2,-2.369572449E-1,9.822424164E0
2.951428583E0,6.227050781E-2,-2.490820312E-1,9.839189301E0
2.961357583E0,7.005432129E-2,-2.439926147E-1,9.868079224E0
2.971286583E0,9.026229858E-2,-2.381547546E-1,9.866582336E0
2.981215583E0,1.245410156E-1,-2.495310974E-1,9.831106110E0
2.991144583E0,1.673519897E-1,-3.022215271E-1,9.819280701E0
3.001073583E0,1.920506287E-1,-2.709365845E-1,9.833052063E0
3.011002583E0,2.130070496E-1,-2.580633545E-1,9.824819183E0
3.020930583E0,2.131567383E-1,-2.733316040E-1,9.829010468E0
3.030859583E0,1.845661926E-1,-2.751278687E-1,9.803413696E0
3.040788583E0,1.628613281E-1,-2.534230042E-1,9.815538483E0
3.050717583E0,1.517843628E-1,-2.573149109E-1,9.832303619E0
3.060646583E0,1.440005493E-1,-2.577639771E-1,9.824220428E0
3.070575583E0,1.422042847E-1,-2.493814087E-1,9.822573853E0
3.080504583E0,1.529818726E-1,-2.412982178E-1,9.841284943E0
3.090433583E0,1.589694214E-1,-2.489323425E-1,9.817783813E0
3.100362583E0,1.582209778E-1,-2.803669739E-1,9.809251556E0
3.110291583E0,1.489402771E-1,-2.930905151E-1,9.817484436E0
3.120220583E0,1.287322998E-1,-2.728825378E-1,9.845027161E0
3.130149583E0,1.197509766E-1,-2.788700867E-1,9.820478210E0
3.140078583E0,1.086740112E-1,-3.119512939E-1,9.814191284E0
3.150006583E0,9.190887451E-2,-2.799179077E-1,9.823022919E0
3.159935583E0,1.028361511E-1,-2.701881409E-1,9.851763153E0
3.169864583E0,1.260379028E-1,-2.667453003E-1,9.854756927E0
3.179793583E0,1.327738953E-1,-2.716850281E-1,9.834998016E0
3.189722583E0,1.199006653E-1,-2.680924988E-1,9.827363892E0
3.199651583E0,1.216969299E-1,-2.667453003E-1,9.837842102E0
3.209580583E0,1.429527283E-1,-2.658471680E-1,9.827064514E0
3.219509583E0,1.564247131E-1,-2.680924988E-1,9.837991791E0
3.229438583E0,1.800755310E-1,-2.665956116E-1,9.824669495E0
3.239367583E0,2.014810181E-1,-2.633024597E-1,9.813891907E0
3.249296583E0,2.094145203E-1,-2.656974792E-1,9.820777588E0
3.259225583E0,2.324665833E-1,-2.637515259E-1,9.834249573E0
3.269153583E0,2.556683350E-1,-2.579136658E-1,9.803563385E0
3.279082583E0,2.854563904E-1,-2.661465454E-1,9.796228638E0
3.289011583E0,2.779719543E-1,-2.612068176E-1,9.794432373E0
3.298940583E0,2.534230042E-1,-2.613565063E-1,9.790540466E0
3.308869583E0,2.019300842E-1,-2.579136658E-1,9.819280701E0
3.318798583E0,1.317260742E-1,-2.531236267E-1,9.848470001E0
3.328727583E0,1.020877075E-1,-2.444416809E-1,9.870923309E0
3.338656583E0,8.457412720E-2,-2.646496582E-1,9.864636383E0
3.348585583E0,8.457412720E-2,-2.664459229E-1,9.823322296E0
3.358514583E0,1.017883301E-1,-2.597099304E-1,9.801916809E0
3.368443583E0,1.098715210E-1,-2.706372070E-1,9.821376343E0
3.378372583E0,8.427474976E-2,-2.707868958E-1,9.829908600E0
3.388300583E0,5.897735596E-2,-2.760260010E-1,9.812544708E0
3.398229583E0,4.281097412E-2,-2.692900085E-1,9.837692413E0
3.408158583E0,4.565505981E-2,-2.697390747E-1,9.864636383E0
3.418087583E0,5.957611084E-2,-2.673440552E-1,9.859247589E0
3.428016583E0,1.028361511E-1,-2.613565063E-1,9.817484436E0
3.437945583E0,1.381626892E-1,-2.671943665E-1,9.812095642E0
3.447874583E0,1.580712891E-1,-2.652484131E-1,9.818232880E0
3.457803583E0,1.579216003E-1,-2.600093079E-1,9.820478210E0
3.467732583E0,1.401086426E-1,-2.585124207E-1,9.821675720E0
3.477661583E0,1.076261902E-1,-2.582130432E-1,9.827962646E0
3.487590583E0,9.385482788E-2,-2.718347168E-1,9.836494904E0
3.497519583E0,7.798782349E-2,-2.695893860E-1,9.843829651E0
3.507448583E0,8.427474976E-2,-2.707868958E-1,9.829309845E0
3.517376583E0,1.013392639E-1,-2.643502808E-1,9.811347198E0
3.527305583E0,1.160087585E-1,-2.579136658E-1,9.828711090E0
3.537234583E0,1.297801208E-1,-2.674937439E-1,9.822723541E0
3.547163583E0,1.212478638E-1,-2.710862732E-1,9.818981323E0
3.557092583E0,1.224453735E-1,-2.653981018E-1,9.812095642E0
3.567021583E0,1.130149841E-1,-2.607577515E-1,9.823022919E0
3.576950583E0,1.001417542E-1,-2.662962341E-1,9.830657043E0
3.586879583E0,1.037342834E-1,-2.640509033E-1,9.832004242E0
3.596808583E0,1.035845947E-1,-2.665956116E-1,9.828711090E0
3.606737458E0,6.331832886E-2,-2.658471680E-1,9.774224396E0
3.616666458E0,5.044509888E-2,-2.655477905E-1,9.871522064E0
3.626595458E0,1.323248291E-1,-2.778222656E-1,9.931247864E0
3.636524458E0,2.049238586E-1,-2.631527710E-1,9.726024628E0
3.646452458E0,2.423460388E-1,-2.612068176E-1,9.781858521E0
3.656381458E0,1.905537415E-1,-2.688409424E-1,9.854307861E0
3.666310458E0,1.110690308E-1,-2.631527710E-1,9.819430389E0
3.676239458E0,8.232879639E-2,-2.615061951E-1,9.867779846E0
3.686168458E0,5.852828979E-2,-2.616558838E-1,9.841734009E0
3.696097458E0,5.807922363E-2,-2.555186462E-1,9.785750427E0
3.706026458E0,6.601272583E-2,-2.667453003E-1,9.800719299E0
3.715955458E0,8.711883545E-2,-2.588117981E-1,9.873318329E0
3.725884458E0,9.056167603E-2,-2.643502808E-1,9.832453308E0
3.735813458E0,8.562194824E-2,-2.616558838E-1,9.811197510E0
3.745742458E0,1.064286804E-1,-2.712359619E-1,9.862840118E0
3.755671458E0,9.624984741E-2,-2.797682190E-1,9.876910858E0
3.765599458E0,5.583389282E-2,-2.778222656E-1,9.873917084E0
3.775528458E0,2.200424194E-2,-2.526745605E-1,9.816137238E0
3.785457458E0,3.248245239E-2,-2.522254944E-1,9.692793732E0
3.795386458E0,1.190025330E-1,-2.782713318E-1,9.870174866E0
3.805315458E0,1.682501221E-1,-2.652484131E-1,9.880503387E0
3.815244458E0,1.932481384E-1,-2.538720703E-1,9.761500854E0
3.825173458E0,1.971400452E-1,-2.537223816E-1,9.810449066E0
3.835102458E0,1.378633118E-1,-2.597099304E-1,9.821076965E0
3.845031458E0,6.361770630E-2,-2.685415649E-1,9.820029144E0
3.854960458E0,2.649490356E-2,-2.706372070E-1,9.839488678E0
3.864889458E0,3.323089600E-2,-2.655477905E-1,9.863738251E0
3.874818458E0,6.092330933E-2,-2.722837830E-1,9.843829651E0
3.884746458E0,1.064286804E-1,-2.709365845E-1,9.829908600E0
