"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.303512333E0,3.300401489E-2,-5.271082185E-4,3.888573825E-2
1.313441333E0,-4.995728577E-2,-1.200111777E-2,-3.370393574E-2
1.323370333E0,-1.663292935E-1,-2.386484424E-2,5.431712508E-2
1.333299333E0,-1.688341310E-1,6.137676090E-3,1.243503964E-1
1.343228333E0,-2.453709131E-1,-2.995002329E-2,4.167895317E-2
1.353157333E0,-2.192216165E-1,-2.126623197E-2,-4.520014644E-2
1.363086333E0,-2.183007166E-1,-2.600547334E-2,8.467352986E-3
1.373014333E0,-2.186645231E-1,-3.788464012E-2,1.073525405E-1
1.382943333E0,-2.074660453E-1,-6.408955833E-2,3.081541121E-2
1.392872333E0,-2.252781442E-2,-5.121504927E-2,4.873069525E-2
1.402801333E0,1.640341517E-1,7.619669342E-2,-8.180254698E-3
1.412730333E0,-4.141672382E-2,-4.824585143E-2,-7.744052410E-3
1.422659333E0,2.284542330E-2,-3.203822846E-2,-1.688091159E-2
1.432588333E0,6.412164493E-2,6.536072474E-3,-6.028362393E-2
1.442517333E0,1.257540296E-1,9.612292629E-3,-2.599555135E-2
1.452446333E0,7.386310620E-2,1.534515867E-2,2.311872125E-2
1.462375333E0,3.391289604E-2,1.486678334E-2,5.816634715E-2
1.472304333E0,6.931519669E-2,1.949562198E-2,7.031510711E-2
1.482233333E0,-6.658580778E-2,-3.487845864E-3,5.761027694E-2
1.492161333E0,-1.451161158E-1,-6.899506163E-2,4.834711790E-2
1.502090333E0,1.781911196E-1,1.613071382E-2,1.214057386E-2
1.512019333E0,1.287810692E-1,-1.605974324E-4,-7.002625465E-2
1.521948333E0,6.561099471E-2,-5.015540589E-3,-6.956607878E-2
1.531877333E0,1.952564926E-1,5.437037129E-2,5.423234046E-2
1.541806333E0,-4.025392276E-3,1.704810541E-3,7.939290941E-2
1.551735333E0,2.475893833E-3,2.030363409E-2,3.030611873E-2
1.561664333E0,4.206146157E-2,3.054097580E-2,-3.030611873E-2
